Minutes,Seconds,Milliseconds,Message
40,29,728,~
40,34,784,0.168 0.000 0.257 0.000>
40,39,840,0.043 0.055 0.385 0.045>
40,44,894,0.000 0.162 0.327 0.000>
40,49,933,0.045 0.035 0.235 0.000>
40,54,288,0.000 0.190 0.355 0.030>
40,55,27,0.000 0.087 0.280 0.000>
40,59,386,0.000 0.132 0.310 0.038>
41,0,112,~
41,4,437,0.000 0.055 0.363 0.000>
41,5,162,0.000 0.115 0.398 0.000>
41,9,465,0.123 0.000 0.320 0.000>
41,10,195,0.000 0.072 0.407 0.000>
41,14,533,0.000 0.218 0.228 0.000>
41,19,588,0.000 0.000 0.475 0.000>
41,24,628,0.007 0.052 0.433 0.000>
41,29,728,0.132 0.030 0.480 0.000>
41,34,790,0.000 0.007 0.527 0.000>
41,39,848,~
41,44,905,0.000 0.000 0.452 0.000>
41,49,265,0.000 0.150 0.430 0.000>
41,49,990,0.043 0.050 0.348 0.000>
41,54,352,0.000 0.000 0.240 0.000>
41,55,100,0.000 0.000 0.280 0.027>
41,59,462,0.007 0.102 0.300 0.025>
42,0,178,0.027 0.147 0.270 0.002>
42,4,515,0.000 0.025 0.393 0.000>
42,9,551,0.087 0.068 0.428 0.027>
42,14,615,0.000 0.090 0.352 0.000>
42,19,669,0.000 0.000 0.545 0.000>
42,24,726,0.000 0.018 0.458 0.000>
42,29,858,0.085 0.000 0.390 0.000>
42,34,896,0.002 0.058 0.335 0.047>
42,39,223,0.072 0.000 0.395 0.000>
42,39,948,0.000 0.000 0.237 0.055>
42,44,297,0.162 0.000 0.360 0.085>
42,45,11,0.000 0.135 0.292 0.000>
42,49,374,0.027 0.038 0.420 0.007>
42,50,109,0.000 0.085 0.357 0.000>
42,54,469,0.043 0.078 0.385 0.000>
42,55,209,0.007 0.085 0.355 0.007>
42,59,580,~
43,4,681,0.127 0.147 0.333 0.000>
43,9,742,0.000 0.050 0.590 0.000>
43,14,806,0.050 0.000 0.398 0.075>
43,19,936,0.020 0.112 0.442 0.000>
43,24,281,0.013 0.000 0.440 0.040>
43,25,21,0.000 0.078 0.400 0.000>
43,29,406,0.000 0.000 0.505 0.095>
43,30,133,0.023 0.000 0.433 0.027>
43,34,498,0.112 0.145 0.407 0.000>
43,39,561,0.000 0.000 0.363 0.023>
43,44,629,0.010 0.058 0.490 0.000>
43,49,740,0.000 0.115 0.390 0.000>
43,54,835,0.162 0.150 0.395 0.000>
43,59,917,0.002 0.023 0.455 0.035>
44,4,236,0.000 0.020 0.428 0.000>
44,4,971,~
44,9,301,0.020 0.035 0.368 0.000>
44,10,26,0.013 0.055 0.382 0.000>
44,14,368,0.070 0.080 0.400 0.000>
44,15,83,0.000 0.078 0.463 0.000>
44,19,415,~
44,20,140,0.010 0.018 0.428 0.000>
44,24,455,0.000 0.205 0.438 0.000>
44,25,195,0.002 0.047 0.368 0.000>
44,29,632,0.002 0.108 0.280 0.030>
44,34,689,0.027 0.135 0.347 0.000>
44,39,772,0.023 0.078 0.347 0.015>
44,44,820,0.138 0.000 0.380 0.000>
44,49,907,0.063 0.000 0.450 0.000>
44,54,283,0.032 0.075 0.417 0.005>
44,55,23,0.038 0.000 0.407 0.070>
44,59,423,0.010 0.023 0.343 0.000>
45,0,149,0.117 0.087 0.393 0.013>
45,4,554,0.150 0.060 0.455 0.000>
45,9,630,0.027 0.058 0.375 0.063>
45,14,685,0.040 0.117 0.525 0.000>
45,19,765,0.000 0.027 0.303 0.035>
45,24,886,0.068 0.023 0.325 0.032>
45,29,270,0.000 0.020 0.460 0.020>
45,29,984,0.000 0.000 0.452 0.018>
45,34,349,0.097 0.080 0.425 0.000>
45,35,75,0.000 0.115 0.393 0.000>
45,39,429,0.000 0.030 0.400 0.007>
45,40,168,0.080 0.015 0.445 0.060>
45,44,530,0.110 0.105 0.433 0.000>
45,49,654,~
45,54,752,0.078 0.027 0.472 0.000>
45,59,930,0.020 0.063 0.335 0.000>
46,4,272,0.000 0.043 0.390 0.013>
46,4,998,0.000 0.030 0.387 0.000>
46,9,372,0.000 0.000 0.493 0.068>
46,10,98,0.108 0.002 0.350 0.000>
46,14,446,0.005 0.000 0.365 0.000>
46,15,174,0.132 0.072 0.38 0.000>
46,19,553,0.000 0.000 0.445 0.000>
46,24,636,0.000 0.038 0.470 0.000>
46,29,728,0.000 0.002 0.385 0.000>
46,34,782,0.030 0.058 0.502 0.000>
46,39,881,0.020 0.023 0.387 0.000>
46,44,266,~
46,44,981,0.000 0.120 0.507 0.000>
46,49,347,0.000 0.117 0.438 0.108>
46,50,73,0.000 0.000 0.450 0.002>
46,54,420,0.050 0.058 0.450 0.000>
46,55,159,0.000 0.040 0.352 0.000>
46,59,572,0.023 0.043 0.330 0.018>
47,4,675,0.058 0.058 0.375 0.110>
47,9,840,0.000 0.000 0.482 0.000>
47,14,230,0.063 0.102 0.345 0.000>
47,14,945,0.000 0.063 0.423 0.000>
47,19,333,0.065 0.035 0.317 0.000>
47,20,72,0.000 0.038 0.458 0.000>
47,24,460,0.015 0.020 0.410 0.000>
47,25,200,0.020 0.030 0.485 0.000>
47,29,611,0.000 0.000 0.652 0.025>
47,34,729,0.023 0.027 0.380 0.035>
47,39,845,0.055 0.000 0.352 0.000>
47,44,221,0.020 0.105 0.385 0.000>
47,44,936,0.000 0.047 0.463 0.000>
47,49,283,0.000 0.000 0.543 0.000>
47,50,25,0.072 0.050 0.465 0.000>
47,54,268,0.153 0.102 0.377 0.000>
47,55,8,0.000 0.058 0.390 0.000>
47,59,410,0.070 0.070 0.210 0.007>
48,0,137,0.000 0.000 0.310 0.000>
48,4,531,0.000 0.117 0.343 0.010>
48,9,559,0.000 0.080 0.280 0.070>
48,14,679,0.040 0.000 0.407 0.000>
48,19,825,0.025 0.015 0.400 0.000>
48,24,921,0.000 0.135 0.393 0.000>
48,29,318,0.000 0.052 0.387 0.000>
48,30,47,0.000 0.018 0.450 0.000>
48,34,434,0.000 0.132 0.433 0.032>
48,35,174,0.015 0.102 0.387 0.000>
48,39,518,0.000 0.065 0.463 0.020>
48,44,654,0.000 0.000 0.460 0.023>
48,49,767,0.000 0.000 0.445 0.045>
48,54,907,0.000 0.132 0.452 0.000>
48,59,329,0.000 0.038 0.403 0.000>
49,0,44,0.110 0.070 0.322 0.000>
49,4,440,0.000 0.018 0.382 0.000>
49,5,165,0.038 0.000 0.477 0.000>
49,9,526,0.078 0.032 0.335 0.000>
49,14,669,0.000 0.110 0.410 0.000>
49,19,769,0.000 0.040 0.377 0.000>
49,24,886,0.005 0.030 0.472 0.000>
49,29,286,0.000 0.038 0.382 0.000>
49,30,13,0.010 0.035 0.415 0.000>
49,34,415,0.055 0.117 0.382 0.000>
49,35,151,0.013 0.027 0.417 0.000>
49,39,476,0.027 0.000 0.405 0.000>
49,44,665,0.000 0.050 0.407 0.000>
49,49,789,0.135 0.023 0.325 0.000>
49,54,971,0.040 0.060 0.382 0.000<0.040 0.060 0.382 0.000>
49,59,370,0.020 0.097 0.455 0.005>
50,0,96,0.000 0.087 0.310 0.000>
50,4,493,0.052 0.078 0.632 0.000>
50,9,562,0.000 0.038 0.485 0.000>
50,14,666,0.023 0.000 0.345 0.000>
50,19,799,0.000 0.060 0.380 0.025>
50,24,932,0.000 0.108 0.403 0.000>
50,29,341,0.000 0.050 0.572 0.000>
50,30,69,0.000 0.072 0.560 0.052>
50,34,492,0.000 0.078 0.403 0.027>
50,39,570,0.000 0.045 0.400 0.020>
50,44,693,0.035 0.000 0.498 0.025>
50,49,806,0.000 0.065 0.407 0.000>
50,54,943,0.000 0.055 0.412 0.000>
50,59,342,0.000 0.058 0.417 0.032>
51,0,70,0.007 0.083 0.365 0.000>
51,4,512,0.120 0.085 0.317 0.000>
51,9,614,0.000 0.000 0.405 0.043>
51,14,740,0.000 0.108 0.468 0.020>
51,19,869,0.000 0.000 0.363 0.000>
51,24,257,0.007 0.032 0.390 0.030>
51,25,4,0.063 0.000 0.507 0.000>
51,29,416,0.000 0.020 0.393 0.095>
51,30,131,0.058 0.102 0.400 0.000>
51,34,531,0.000 0.072 0.440 0.000>
51,39,615,0.043 0.040 0.373 0.043>
51,44,743,0.010 0.000 0.285 0.000>
51,49,875,0.020 0.025 0.400 0.000>
51,54,262,0.000 0.075 0.417 0.013>
51,55,5,0.000 0.000 0.278 0.000>
51,59,440,0.095 0.000 0.450 0.000>
52,0,155,0.000 0.207 0.433 0.078>
52,4,551,0.020 0.080 0.373 0.000>
52,9,670,0.25 0.027 0.452 0.045>
52,14,784,0.030 0.047 0.480 0.100>
52,19,912,0.083 0.000 0.423 0.000>
52,24,297,0.007 0.127 0.460 0.000>
52,25,36,0.032 0.078 0.435 0.007>
52,29,447,0.058 0.063 0.398 0.000>
52,30,175,0.000 0.018 0.338 0.000>
52,34,598,0.000 0.000 0.390 0.002>
52,39,684,0.000 0.000 0.543 0.068>
52,44,789,0.063 0.257 0.350 0.020>
52,49,868,0.000 0.007 0.368 0.000>
52,54,223,0.095 0.070 0.387 0.000>
52,54,962,0.000 0.000 0.360 0.000>
52,59,355,0.000 0.035 0.510 0.000>
53,0,68,0.015 0.023 0.243 0.000>
53,4,394,0.000 0.020 0.480 0.058>
53,5,132,0.032 0.010 0.395 0.000>
53,9,463,0.010 0.018 0.385 0.000>
53,10,188,0.000 0.045 0.423 0.000>
53,14,527,0.000 0.093 0.375 0.000>
53,19,592,0.078 0.055 0.505 0.000>
53,24,749,0.010 0.000 0.347 0.000>
53,29,872,0.015 0.050 0.400 0.000>
53,34,216,0.000 0.018 0.352 0.000>
53,34,955,0.072 0.140 0.415 0.000>
53,39,328,~
53,40,73,0.000 0.038 0.347 0.000>
53,44,465,0.000 0.072 0.322 0.002>
53,45,192,0.047 0.045 0.373 0.000>
53,49,531,0.013 0.112 0.482 0.000>
53,54,633,0.030 0.087 0.357 0.020>
53,59,726,0.000 0.052 0.440 0.000>
54,4,820,0.058 0.000 0.412 0.000>
54,9,214,0.000 0.000 0.407 0.047>
54,9,952,0.050 0.045 0.345 0.000>
54,14,359,0.000 0.027 0.352 0.000>
54,15,84,0.030 0.068 0.260 0.000>
54,19,451,0.000 0.000 0.327 0.000>
54,20,177,0.000 0.018 0.410 0.043>
54,24,549,0.000 0.093 0.465 0.000>
54,29,680,0.015 0.087 0.430 0.000>
54,34,813,0.097 0.065 0.395 0.000>
54,39,914,0.000 0.013 0.482 0.000>
54,44,321,0.000 0.000 0.395 0.000>
54,45,35,0.020 0.047 0.290 0.000>
54,49,434,0.000 0.000 0.445 0.002>
54,50,173,0.047 0.000 0.495 0.000>
54,54,540,0.027 0.207 0.400 0.000>
54,59,644,0.000 0.087 0.445 0.000>
55,4,761,0.000 0.045 0.343 0.000>
55,9,871,0.000 0.068 0.442 0.000>
55,14,920,0.138 0.157 0.423 0.000>
55,19,279,0.000 0.075 0.282 0.00>
55,20,4,0.000 0.055 0.390 0.000>
55,24,376,0.000 0.155 0.333 0.000>
55,25,120,0.063 0.030 0.398 0.000>
55,29,494,0.078 0.052 0.345 0.000>
55,34,610,0.000 0.000 0.488 0.055>
55,39,745,0.000 0.000 0.500 0.055>
55,44,831,0.023 0.050 0.308 0.000>
55,49,924,0.000 0.050 0.360 0.000>
55,54,330,0.025 0.075 0.385 0.000<0.025 0.075 0.385 0.000>
55,55,69,0.000 0.090 0.375 0.000>
55,59,484,0.000 0.047 0.375 0.000>
56,4,604,0.030 0.087 0.320 0.000>
56,9,659,0.050 0.005 0.350 0.072>
56,14,770,0.063 0.063 ÿ0.442 0.000>
56,19,876,0.000 0.045 0.390 0.000>
56,24,225,0.000 0.043 0.435 0.020>
56,24,965,0.027 0.065 0.400 0.000>
56,29,347,0.000 0.075 0.330 0.000>
56,30,79,0.000 0.065 0.287 0.045>
56,34,487,0.000 0.065 0.343 0.058>
56,39,603,0.000 0.015 0.440 0.000>
56,44,736,0.068 0.095 0.375 0.000>
56,49,835,0.000 0.035 0.350 0.000>
56,54,223,0.038 0.028 0.390 0.000>
56,54,962,0.000 0.063 0.338 0.000>
56,59,413,0.002 0.030 0.420 0.000>
57,0,140,0.000 0.013 0.347 0.002>
57,4,548,0.000 0.000 0.290 0.000>
57,9,623,0.000 0.045 0.368 0.000>
57,14,716,0.055 0.160 0.527 0.000>
57,19,825,0.000 0.072 0.417 0.000>
57,24,294,0.000 0.032 0.495 0.007>
57,25,33,0.000 0.032 0.468 0.000>
57,29,449,0.002 0.087 0.417 0.000>
57,30,176,0.013 0.032 0.333 0.000>
57,34,599,0.015 0.030 0.407 0.000>
57,39,726,0.080 0.123 0.400 0.000>
57,44,883,0.000 0.000 0.405 0.000>
57,49,259,0.000 0.123 0.420 0.002>
57,49,998,0.000 0.018 0.350 0.000>
57,54,555,0.000 0.045 0.442 0.000>
57,59,664,0.000 0.000 0.298 0.045>
58,4,792,0.000 0.000 0.438 0.038>
58,9,873,0.000 0.023 0.433 0.038>
58,14,283,0.000 0.030 0.352 0.000>
58,15,11,0.000 0.093 0.380 0.000>
58,19,392,0.000 0.010 0.415 0.025>
58,20,131,0.018 0.043 0.373 0.000>
58,24,503,0.170 0.030 0.290 0.000>
58,29,647,0.000 0.207 0.410 0.000>
58,34,768,0.000 0.030 0.340 0.000>
58,39,860,0.000 0.095 0.308 0.000>
58,44,257,0.047 0.018 0.327 0.060>
58,44,973,0.000 0.112 0.535 0.000>
58,49,458,0.000 0.052 0.393 0.000<0.000 0.052 0.393 0.000<0.000 0.052 0.393 0.000>
58,50,196,0.018 0.010 0.460 0.013>
58,54,639,0.000 0.172 0.405 0.000>
58,59,736,0.055 0.000 0.360 0.000>
59,4,857,0.013 0.025 0.355 0.000>
59,9,243,0.000 0.138 0.463 0.000>
59,9,968,0.000 0.065 0.365 0.000>
59,14,368,0.000 0.032 0.357 0.000>
59,15,95,0.000 0.125 0.303 0.000>
59,19,491,0.000 0.025 0.350 0.000>
59,24,578,0.000 0.058 0.498 0.013>
59,29,710,0.000 0.000 0.350 0.000>
59,34,823,0.000 0.045 0.352 0.000>
59,39,219,0.065 0.032 0.355 0.000>
59,39,958,0.000 0.063 0.298 0.002>
59,44,369,0.040 0.065 0.375 0.002>
59,45,83,0.000 0.015 0.345 0.000>
59,49,467,0.007 0.000 0.468 0.000>
59,50,192,0.000 0.013 0.333 0.000>
59,54,585,0.000 0.058 0.395 0.018>
59,59,725,0.000 0.005 0.340 0.052>
60,4,842,0.000 0.105 0.330 0.000>
60,9,240,0.000 0.023 0.355 0.000>
60,9,978,0.000 0.000 0.340 0.000>
60,14,367,0.000 0.020 0.420 0.000>
60,15,100,0.000 0.127 0.463 0.000>
60,19,504,0.162 0.030 0.393 0.000>
60,24,663,0.000 0.070 0.405 0.000>
60,29,790,0.000 0.072 0.420 0.000>
60,34,927,0.020 0.085 0.398 0.000>
60,39,318,0.000 0.093 0.470 0.000>
60,40,57,0.000 0.055 0.352 0.000>
60,44,454,0.000 0.060 0.398 0.000>
60,45,181,0.010 0.043 0.345 0.000>
60,49,580,~
60,54,700,0.020 0.105 0.380 0.000>
60,59,820,0.023 0.093 0.280 0.020>
61,4,932,0.000 0.072 0.415 0.000>
61,9,305,0.000 0.043 0.447 0.000>
61,10,44,0.023 0.038 0.350 0.007>
61,14,468,0.000 0.032 0.300 0.052>
61,15,183,~
61,19,550,0.005 0.093 0.365 0.000>
61,24,654,0.085 0.018 0.373 0.000>
61,29,785,~
61,34,917,0.000 0.072 0257 0.018>
61,39,298,0.000 0.038 0.313 0.000>
61,40,27,0.000 0.078 0.360 0.000>
61,44,438,0.000 0.000 0.405 0.007>
61,45,166,0.000 0.047 0.340 0.000>
61,49,588,0.000 0.000 0.248 0.000>
61,54,699,0.000 0.013 0.357 0.005>
61,59,822,0.000 0.050 0.350 0.000>
62,4,943,0.000 0.045 0.343 0.025>
62,9,315,0.002 0.055 0.340 0.000>
62,10,44,0.000 0.000 0.417 0.030>
62,14,427,0.000 0.027 0.387 0.000>
62,15,142,~
62,19,545,0.000 0.083 0.385 0.025>
62,24,640,0.000 0.000 0.460 0.000>
62,29,760,0.000 0.010 0.377 0.002>
62,34,894,0.058 0.040 0.327 0.000>
62,39,292,0.000 0.040 0.357 0.000>
62,40,17,0.025 0.002 0.333 0.000>
62,44,410,0.000 0.018 0.352 0.058>
62,45,137,0.000 0.018 0.475 0.065>
62,49,588,0.000 0.038 0.477 0.000>
62,54,724,0.045 0.027 0.352 0.035>
62,59,835,0.000 0.102 0.417 0.000>
63,4,218,0.072 0.102 0.398 0.000>
63,4,957,0.000 0.045 0.465 0.000>
63,9,414,0.032 0.023 0.410 0.000>
63,10,154,0.005 0.132 0.428 0.000>
63,14,546,0.000 0.047 0.380 0.025>
63,19,694,0.007 0.032 0.355 0.000>
63,24,831,0.000 0.018 0.377 0.005>
63,29,310,0.000 0.030 0.365 0.000<0.000 0.030 0.365 0.000>
63,30,25,0.013 0.005 0.327 0.000>
63,34,408,0.000 0.010 0.455 0.000>
63,35,151,0.000 0.110 0.325 0.000>
63,39,525,0.000 0.000 0.350 0.013>
63,44,683,0.010 0.045 0.327 0.035>
63,49,815,0.018 0.035 0.355 0.000>
63,54,215,0.007 0.025 0.407 0.000>
63,54,954,0.015 0.078 0.463 0.000>
63,59,378,0.000 0.045 0.423 0.030>
64,0,106,0.000 0.000 0.423 0.000>
64,4,514,0.000 0.038 0.530 0.000>
64,9,624,0.060 0.078 0.455 0.023>
64,14,746,0.000 0.007 0.425 0.000>
64,19,898,0.055 0.058 0.360 0.000>
64,24,298,0.055 0.000 0.395 0.007>
64,25,37,0.005 0.023 0.380 0.000>
64,29,446,0.030 0.015 0.458 0.027>
64,30,174,0.000 0.040 0.455 0.000>
64,34,581,0.058 0.138 0.368 0.000>
64,39,706,0.025 0.030 0.393 0.000>
64,44,836,0.000 0.000 0.322 0.007>
64,49,237,0.075 0.032 0.347 0.000>
64,49,964,0.000 0.150 0.335 0.000>
64,54,376,0.078 0.075 0.343 0.000>
64,55,115,0.000 0.083 0.377 0.000>
64,59,525,0.000 0.150 0.395 0.000>
65,4,709,0.000 0.025 0.333 0.000>
65,9,852,0.045 0.045 0.507 0.000>
65,14,266,0.043 0.052 0.438 0.000>
65,14,993,0.075 0.027 0.395 0.045>
65,19,380,0.000 0.045 0.325 0.000>
65,20,118,0.000 0.038 0.310 0.000>
65,24,495,0.000 0.055 0.377 0.000>
65,29,654,0.070 0.045 0.377 0.000>
65,34,789,0.020 0.085 0.345 0.000>
65,39,924,0.043 0.023 0.398 0.000>
65,44,347,0.035 0.060 0.320 0.000>
65,45,75,0.000 0.000 0.347 0.000>
65,49,486,0.055 0.203 0.440 0.000>
65,54,610,0.007 0.035 0.398 0.000>
65,59,733,0.000 0.000 0.363 0.000>
66,4,882,0.000 0.068 0.322 0.005>
66,9,280,0.007 0.050 0.335 0.000>
66,10,18,0.000 0.047 0.387 0.000>
66,14,441,0.030 0.085 0.468 0.000>
66,15,168,0.000 0.000 0.512 0.035>
66,19,592,0.000 0.115 0.365 0.013>
66,24,727,0.000 0.040 0.403 0.000>
66,29,863,0.000 0.047 0.303 0.065>
66,34,319,0.007 0.013 0.380 0.000>
66,35,44,0.000 0.025 0.343 0.000>
66,39,445,0.000 0.068 0.350 0.000>
66,40,183,0.030 0.038 0.373 0.000>
66,44,607,0.005 0.020 0.330 0.000>
66,49,754,0.000 0.108 0.340 0.018>
66,54,891,0.052 0.140 0.225 0.013>
66,59,302,0.000 0.013 0.403 0.000>
67,0,30,0.000 0.035 0.360 0.000>
67,4,497,0.000 0.030 0.363 0.000<0.000 0.030 0.363 0.000>
67,9,617,0.000 0.015 0.322 0.000>
67,14,739,0.013 0.007 0.407 0.000>
67,19,889,0.000 0.032 0.335 0.010>
67,24,291,0.010 0.052 0.322 0.000>
67,25,37,0.000 0.027 0.393 0.000>
67,29,456,0.075 0.038 0.315 0.000>
67,30,183,0.000 0.032 0.347 0.000>
67,34,580,0.000 0.000 0.435 0.005>
67,39,715,0.000 0.087 0.390 0.018>
67,44,850,0.000 0.000 0.425 0.000>
67,49,312,0.085 0.070 0.303 0.000<0.085 0.070 0.303 0.000>
67,50,51,0.035 0.058 0.282 0.000>
67,54,441,0.035 0.060 0.417 0.038>
67,55,184,0.072 0.002 0.387 0.000>
67,59,604,0.040 0.000 0.428 0.000>
68,4,815,0.027 0.070 0.387 0.000>
68,9,210,0.000 0.093 0.463 0.000>
68,9,950,0.015 0.000 0.423 0.000>
68,14,371,0.013 0.000 0.410 0.000>
68,15,97,0.000 0.078 0.330 0.015>
68,19,572,0.020 0.047 0.393 0.023>
68,24,774,0.000 0.050 0.393 0.000>
68,29,907,0.032 0.115 0.390 0.027>
68,34,308,0.000 0.087 0.333 0.000>
68,35,48,0.000 0.040 0.335 0.000>
68,39,450,0.010 0.025 0.300 0.000>
68,40,188,0.000 0.007 0.343 0.000>
68,44,611,0.018 0.000 0.315 0.023>
68,49,752,0.000 0.000 0.458 0.000>
68,54,896,0.000 0.075 0.375 0.000>
68,59,324,0.000 0.043 0.327 0.000>
69,0,52,0.000 0.072 0.320 0.030>
69,4,524,0.000 0.070 0.403 0.000>
69,9,649,0.005 0.060 0.320 0.000>
69,14,848,0.005 0.052 0.387 0.000>
69,19,246,0.000 0.025 0.350 0.000>
69,19,985,0.000 0.065 0.335 0.000>
69,24,394,0.040 0.023 0.322 0.000>
69,25,132,0.043 0.038 0.295 0.000>
69,29,549,0.025 0.050 0.463 0.000>
69,34,696,0.000 0.083 0.340 0.000>
69,39,842,0.000 0.025 0.412 0.035>
69,44,260,0.030 0.110 0.370 0.000>
69,44,992,0.000 0.023 0.322 0.000>
69,49,390,0.000 0.000 0.315 0.000>
69,50,129,0.000 0.075 0.412 0.000>
69,54,521,0.015 0.010 0.273 0.030>
69,59,685,0.000 0.068 0.405 0.000>
70,4,834,0.007 0.000 0.347 0.000>
70,9,234,0.000 0.020 0.280 0.000>
70,9,972,0.000 0.015 0.387 0.000>
70,14,395,0.000 0.030 0.445 0.000>
70,15,121,0.000 0.045 0.322 0.000>
70,19,546,0.023 0.032 0.442 0.000>
70,24,681,0.000 0.085 0.390 0.025>
70,29,817,0.000 0.030 0.375 0.000>
70,34,269,0.035 0.000 0.442 0.015>
70,35,8,0.000 0.060 0.345 0.000>
70,39,412,0.013 0.000 0.363 0.000>
70,40,150,0.000 0.095 0.320 0.000>
70,44,578,0.000 0.127 0.317 0.007>
70,49,731,0.000 0.087 0.393 0.000>
70,54,877,0.000 0.063 0.370 0.030>
70,59,302,0.030 0.000 0.465 0.038>
71,0,31,0.000 0.065 0.420 0.000>
71,4,510,0.000 0.000 0.305 0.005>
71,9,635,0.000 0.100 0.452 0.000>
71,14,769,0.070 0.005 0.380 0.000>
71,19,920,0.015 0.035 0.377 0.000>
71,24,337,0.000 0.065 0.360 0.000>
